Time (s),Line 2,Line 6,Line 10
0,14.57696228,17.18061674,14.47
60,17.13455657,17.22026432,14.57229489
120,22.04311774,20.93750862,17.31410498
180,33.58612205,27.87481277,25.62113838
240,51.45898004,34.89601892,38.22795232
300,78.93743058,53.45414201,57.40035283
360,112.2006689,77.75443788,82.50735321
420,156.8762542,118.2755291,118.621262
480,224.2587842,162.0291807,164.2337674
540,296.6731343,234.0089485,222.5962743
600,395.9174312,299.5580736,273.5122006
660,465.2093802,362.4306176,322.9798063
720,517.9510022,394.9855671,357.050297
780,567.3817365,428.912994,384.3018991
840,684.7280899,489.8009054,438.8932154
900,885.6041427,620.389768,516.1640298
960,971.2115523,817.7706052,602.1379175
1020,800.448,940.8949154,687.4484882
1080,723.626087,876.9994624,854.9108022
1140,676.6981841,827.7791985,967.1271616
1200,660.4045686,810.8831596,1011.604511
1260,647.6094675,799.4784519,1028.80123
1320,642.3573004,791.2029745,1045.315472
1380,638.6184448,794.1131659,1059.950833
1440,644.5955395,802.2344066,1075.185303
1500,650.9243444,810.1195952,1088.98538
1560,661.3157968,818.1926778,1100.974115
1620,676.9405755,832.3813737,1102.132186
1680,690.3810659,860.6843642,1092.722409
1740,710.6607539,890.6410153,1073.816776
1800,722.6865672,910.5036262,1048.078452
1860,730.8888889,935.7971123,1033.603817
1920,740.4873733,951.5432929,1025.137184
1980,752.6262045,968.3888269,1003.73421
2040,769.5016611,1007.706449,1001.259998
2100,785.8803987,1053.22481,999.1237642
2160,796.1127695,1091.735683,988.7268791
2220,808.5735196,1092.228302,977.2159881
2280,831.2176097,1121.705357,974.5734949
2340,850.1456641,1159.799084,966.5426392
2400,868.2118472,1179.203002,956.3710022
2460,883.6807529,1185.043467,943.3426799
2520,890.6628788,1179.991203,926.8605411
2580,896.6907363,1174.603477,911.0933223
2640,917.7539192,1164.43989,898.692491
2700,937.3386076,1154.276304,885.9483477
2760,954.4974684,1141.906452,873.3427755
2820,967.4469027,1127.42137,860.6677407
2880,985.2463205,1111.546177,848.4213921
2940,1016.385606,1096.304741,834.156543
3000,1047.665629,1068.422693,816.7851929
3060,1070.741036,1042.460664,803.0662154
3120,1119.074435,1013.000955,779.2878218
3180,1153.624105,972.0491669,756.0048878
3240,1140.31862,946.1065282,735.9033614
3300,1113.494668,916.881134,717.776689
3360,1064.846238,887.5649705,696.8277837
3420,1017.798467,848.593716,676.4444674
3480,976.2611308,815.7308189,656.7776538
3540,931.5009393,788.6145105,638.4445036
3600,896.1678147,761.7082293,620.4726581
3660,862.4360759,731.8296944,596.1584286
3720,829.6943465,704.4810496,578.540867
3780,796.952617,680.5991085,559.6193969
3840,768.5934142,656.6404843,540.7772956
3900,741.3934142,634.5001172,522.2795231
3960,715.5518946,613.7719065,505.320002
4020,691.3179572,593.5279792,489.2148666
4080,667.0840198,573.3731016,473.1871824
4140,645.4113397,555.8150745,457.5563619
4200,626.1693105,538.7557328,443.2436798
4260,606.9272813,525.0604187,428.7774625
4320,588.1293457,510.4143828,416.4445786
4380,574.3809018,495.0765245,404.5686596
4440,560.6324579,479.5203238,394.3174636
4500,546.884014,464.6230394,382.5417332
4560,532.4260563,450.6014175,370.3367984
4620,517.3389085,437.3570706,359.163268
4680,502.2517606,425.664697,349.2045062
4740,487.1646127,413.1184211,340.3618536
4800,473.7736523,398.7719299,330.949958
4860,460.6686898,386.8434915,320.6926379
4920,447.5637272,375.2106943,310.8458751
4980,434.4587647,363.4704709,301.7513537
5040,421.3448916,354.0960151,293.1456876
5100,408.2125903,344.7677611,284.9134776
5160,395.080289,335.0829033,276.8263173
5220,381.9479876,325.3980455,268.5259465
5280,370.5965886,314.8715697,260.1713271
5340,361.8264915,304.1097696,251.8517997
5400,353.0563944,294.0757588,245.414615
